Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 0 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.016654
Task: 0 Train Epoch: 71 [3840/5000 (75%)]	Loss: 0.023641
Task: 0   Test set: Avg. loss: 0.0009, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 72 [0/5000 (0%)]	Loss: 0.017873
Task: 0 Train Epoch: 72 [1280/5000 (25%)]	Loss: 0.134560
Task: 0 Train Epoch: 72 [2560/5000 (50%)]	Loss: 0.008369
Task: 0 Train Epoch: 72 [3840/5000 (75%)]	Loss: 0.011006
Task: 0   Test set: Avg. loss: 0.0009, Accuracy: 829/1000(83%)

Task: 0 Train Epoch: 73 [0/5000 (0%)]	Loss: 0.014507
Task: 0 Train Epoch: 73 [1280/5000 (25%)]	Loss: 0.019982
Task: 0 Train Epoch: 73 [2560/5000 (50%)]	Loss: 0.019418
Task: 0 Train Epoch: 73 [3840/5000 (75%)]	Loss: 0.037251
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.017525
Task: 0 Train Epoch: 74 [1280/5000 (25%)]	Loss: 0.037316
Task: 0 Train Epoch: 74 [2560/5000 (50%)]	Loss: 0.038018
Task: 0 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.007081
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 826/1000(83%)

Task: 0 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.008837
Task: 0 Train Epoch: 75 [1280/5000 (25%)]	Loss: 0.014428
Task: 0 Train Epoch: 75 [2560/5000 (50%)]	Loss: 0.080172
Task: 0 Train Epoch: 75 [3840/5000 (75%)]	Loss: 0.006106
Task: 0   Test set: Avg. loss: 0.0009, Accuracy: 827/1000(83%)

Task: 0 Train Epoch: 76 [0/5000 (0%)]	Loss: 0.033858
Task: 0 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.015667
Task: 0 Train Epoch: 76 [2560/5000 (50%)]	Loss: 0.029322
Task: 0 Train Epoch: 76 [3840/5000 (75%)]	Loss: 0.032057
Task: 0   Test set: Avg. loss: 0.0009, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 77 [0/5000 (0%)]	Loss: 0.011491
Task: 0 Train Epoch: 77 [1280/5000 (25%)]	Loss: 0.012183
Task: 0 Train Epoch: 77 [2560/5000 (50%)]	Loss: 0.008776
Task: 0 Train Epoch: 77 [3840/5000 (75%)]	Loss: 0.016103
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 828/1000(83%)

Task: 0 Train Epoch: 78 [0/5000 (0%)]	Loss: 0.012665
Task: 0 Train Epoch: 78 [1280/5000 (25%)]	Loss: 0.032011
Task: 0 Train Epoch: 78 [2560/5000 (50%)]	Loss: 0.064135
Task: 0 Train Epoch: 78 [3840/5000 (75%)]	Loss: 0.011175
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 828/1000(83%)

Task: 0 Train Epoch: 79 [0/5000 (0%)]	Loss: 0.008022
Task: 0 Train Epoch: 79 [1280/5000 (25%)]	Loss: 0.008328
Task: 0 Train Epoch: 79 [2560/5000 (50%)]	Loss: 0.027560
Task: 0 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.034884
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 826/1000(83%)

Task: 0 Train Epoch: 80 [0/5000 (0%)]	Loss: 0.017434
Task: 0 Train Epoch: 80 [1280/5000 (25%)]	Loss: 0.028862
Task: 0 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.011166
Task: 0 Train Epoch: 80 [3840/5000 (75%)]	Loss: 0.020028
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 81 [0/5000 (0%)]	Loss: 0.018990
Task: 0 Train Epoch: 81 [1280/5000 (25%)]	Loss: 0.026526
Task: 0 Train Epoch: 81 [2560/5000 (50%)]	Loss: 0.035902
Task: 0 Train Epoch: 81 [3840/5000 (75%)]	Loss: 0.032981
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 828/1000(83%)

Task: 0 Train Epoch: 82 [0/5000 (0%)]	Loss: 0.008667
Task: 0 Train Epoch: 82 [1280/5000 (25%)]	Loss: 0.013988
Task: 0 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.056839
Task: 0 Train Epoch: 82 [3840/5000 (75%)]	Loss: 0.038319
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 821/1000(82%)

Task: 0 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.022127
Task: 0 Train Epoch: 83 [1280/5000 (25%)]	Loss: 0.014117
Task: 0 Train Epoch: 83 [2560/5000 (50%)]	Loss: 0.012284
Task: 0 Train Epoch: 83 [3840/5000 (75%)]	Loss: 0.015690
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 826/1000(83%)

Task: 0 Train Epoch: 84 [0/5000 (0%)]	Loss: 0.023304
Task: 0 Train Epoch: 84 [1280/5000 (25%)]	Loss: 0.011254
Task: 0 Train Epoch: 84 [2560/5000 (50%)]	Loss: 0.043498
Task: 0 Train Epoch: 84 [3840/5000 (75%)]	Loss: 0.018645
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 85 [0/5000 (0%)]	Loss: 0.029039
Task: 0 Train Epoch: 85 [1280/5000 (25%)]	Loss: 0.011499
Task: 0 Train Epoch: 85 [2560/5000 (50%)]	Loss: 0.013778
Task: 0 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.029316
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 827/1000(83%)

Task: 0 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.021182
Task: 0 Train Epoch: 86 [1280/5000 (25%)]	Loss: 0.018045
Task: 0 Train Epoch: 86 [2560/5000 (50%)]	Loss: 0.010416
Task: 0 Train Epoch: 86 [3840/5000 (75%)]	Loss: 0.019997
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 820/1000(82%)

Task: 0 Train Epoch: 87 [0/5000 (0%)]	Loss: 0.009731
Task: 0 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.029237
Task: 0 Train Epoch: 87 [2560/5000 (50%)]	Loss: 0.016559
Task: 0 Train Epoch: 87 [3840/5000 (75%)]	Loss: 0.066501
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 88 [0/5000 (0%)]	Loss: 0.035381
Task: 0 Train Epoch: 88 [1280/5000 (25%)]	Loss: 0.008451
Task: 0 Train Epoch: 88 [2560/5000 (50%)]	Loss: 0.011584
Task: 0 Train Epoch: 88 [3840/5000 (75%)]	Loss: 0.026089
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 829/1000(83%)

Task: 0 Train Epoch: 89 [0/5000 (0%)]	Loss: 0.031645
Task: 0 Train Epoch: 89 [1280/5000 (25%)]	Loss: 0.040427
Task: 0 Train Epoch: 89 [2560/5000 (50%)]	Loss: 0.004953
Task: 0 Train Epoch: 89 [3840/5000 (75%)]	Loss: 0.016475
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 90 [0/5000 (0%)]	Loss: 0.021694
Task: 0 Train Epoch: 90 [1280/5000 (25%)]	Loss: 0.022467
Task: 0 Train Epoch: 90 [2560/5000 (50%)]	Loss: 0.034498
Task: 0 Train Epoch: 90 [3840/5000 (75%)]	Loss: 0.006106
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 91 [0/5000 (0%)]	Loss: 0.023470
Task: 0 Train Epoch: 91 [1280/5000 (25%)]	Loss: 0.008891
Task: 0 Train Epoch: 91 [2560/5000 (50%)]	Loss: 0.007540
Task: 0 Train Epoch: 91 [3840/5000 (75%)]	Loss: 0.006929
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 92 [0/5000 (0%)]	Loss: 0.010041
Task: 0 Train Epoch: 92 [1280/5000 (25%)]	Loss: 0.005488
Task: 0 Train Epoch: 92 [2560/5000 (50%)]	Loss: 0.017990
Task: 0 Train Epoch: 92 [3840/5000 (75%)]	Loss: 0.023711
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 822/1000(82%)

Task: 0 Train Epoch: 93 [0/5000 (0%)]	Loss: 0.014834
Task: 0 Train Epoch: 93 [1280/5000 (25%)]	Loss: 0.025822
Task: 0 Train Epoch: 93 [2560/5000 (50%)]	Loss: 0.024182
Task: 0 Train Epoch: 93 [3840/5000 (75%)]	Loss: 0.001983
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 94 [0/5000 (0%)]	Loss: 0.016844
Task: 0 Train Epoch: 94 [1280/5000 (25%)]	Loss: 0.011709
Task: 0 Train Epoch: 94 [2560/5000 (50%)]	Loss: 0.007041
Task: 0 Train Epoch: 94 [3840/5000 (75%)]	Loss: 0.002874
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 825/1000(83%)

Task: 0 Train Epoch: 95 [0/5000 (0%)]	Loss: 0.039399
Task: 0 Train Epoch: 95 [1280/5000 (25%)]	Loss: 0.010213
Task: 0 Train Epoch: 95 [2560/5000 (50%)]	Loss: 0.018861
Task: 0 Train Epoch: 95 [3840/5000 (75%)]	Loss: 0.014176
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 821/1000(82%)

Task: 0 Train Epoch: 96 [0/5000 (0%)]	Loss: 0.008500
Task: 0 Train Epoch: 96 [1280/5000 (25%)]	Loss: 0.007922
Task: 0 Train Epoch: 96 [2560/5000 (50%)]	Loss: 0.033843
Task: 0 Train Epoch: 96 [3840/5000 (75%)]	Loss: 0.013794
Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 97 [0/5000 (0%)]	Loss: 0.005466
Task: 0 Train Epoch: 97 [1280/5000 (25%)]	Loss: 0.006943
Task: 0 Train Epoch: 97 [2560/5000 (50%)]	Loss: 0.004878
Task: 0 Train Epoch: 97 [3840/5000 (75%)]	Loss: 0.006142
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 827/1000(83%)

Task: 0 Train Epoch: 98 [0/5000 (0%)]	Loss: 0.033291
Task: 0 Train Epoch: 98 [1280/5000 (25%)]	Loss: 0.015706
Task: 0 Train Epoch: 98 [2560/5000 (50%)]	Loss: 0.003111
Task: 0 Train Epoch: 98 [3840/5000 (75%)]	Loss: 0.003659
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 828/1000(83%)

Task: 0 Train Epoch: 99 [0/5000 (0%)]	Loss: 0.003376
Task: 0 Train Epoch: 99 [1280/5000 (25%)]	Loss: 0.021432
Task: 0 Train Epoch: 99 [2560/5000 (50%)]	Loss: 0.011285
Task: 0 Train Epoch: 99 [3840/5000 (75%)]	Loss: 0.005021
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 824/1000(82%)

Saving head (task#: 0)
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 824/1000(82%)

Trained Task:0, Loaded task:0, Accuracy:82.4%
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 50272.4453125
Max Fisher   : 0.9457996487617493
Max Omega    : 52.50393295288086
Max Relevance: 3.576522260573256e-07
Mask active  : 16384.0/16384

Layer        : conv2_layer.2.weight
Sum Omega    : 38069.11328125
Max Fisher   : 0.33447030186653137
Max Omega    : 15.147443771362305
Max Relevance: 0.00586125161498785
Mask active  : 4096.0/8192

Layer        : fc1_layer.0.weight
Sum Omega    : 60106.8359375
Max Fisher   : 0.016897328197956085
Max Omega    : 0.7839486598968506
Max Relevance: 0.004338603466749191
Mask active  : 1024.0/1024

Saving  mask (task#:1)
Task: 1 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.300741
Task: 1 Train Epoch: 0 [1280/5000 (25%)]	Loss: 2.218831
Task: 1 Train Epoch: 0 [2560/5000 (50%)]	Loss: 1.961816
Task: 1 Train Epoch: 0 [3840/5000 (75%)]	Loss: 2.155742
Task: 1   Test set: Avg. loss: 0.0018, Accuracy: 387/1000(39%)

Task: 1 Train Epoch: 1 [0/5000 (0%)]	Loss: 1.858182
Task: 1 Train Epoch: 1 [1280/5000 (25%)]	Loss: 1.716000
Task: 1 Train Epoch: 1 [2560/5000 (50%)]	Loss: 1.840194
Task: 1 Train Epoch: 1 [3840/5000 (75%)]	Loss: 1.583738
Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 451/1000(45%)

Task: 1 Train Epoch: 2 [0/5000 (0%)]	Loss: 1.646245
Task: 1 Train Epoch: 2 [1280/5000 (25%)]	Loss: 1.520903
Task: 1 Train Epoch: 2 [2560/5000 (50%)]	Loss: 1.700568
Task: 1 Train Epoch: 2 [3840/5000 (75%)]	Loss: 1.588716
Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 486/1000(49%)

Task: 1 Train Epoch: 3 [0/5000 (0%)]	Loss: 1.512295
Task: 1 Train Epoch: 3 [1280/5000 (25%)]	Loss: 1.544735
Task: 1 Train Epoch: 3 [2560/5000 (50%)]	Loss: 1.550199
Task: 1 Train Epoch: 3 [3840/5000 (75%)]	Loss: 1.473453
Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 509/1000(51%)

Task: 1 Train Epoch: 4 [0/5000 (0%)]	Loss: 1.420884
Task: 1 Train Epoch: 4 [1280/5000 (25%)]	Loss: 1.360682
Task: 1 Train Epoch: 4 [2560/5000 (50%)]	Loss: 1.343570
Task: 1 Train Epoch: 4 [3840/5000 (75%)]	Loss: 1.459122
Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 522/1000(52%)

Task: 1 Train Epoch: 5 [0/5000 (0%)]	Loss: 1.475256
Task: 1 Train Epoch: 5 [1280/5000 (25%)]	Loss: 1.252045
Task: 1 Train Epoch: 5 [2560/5000 (50%)]	Loss: 1.412640
Task: 1 Train Epoch: 5 [3840/5000 (75%)]	Loss: 1.347190
Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 520/1000(52%)

Task: 1 Train Epoch: 6 [0/5000 (0%)]	Loss: 1.495451
Task: 1 Train Epoch: 6 [1280/5000 (25%)]	Loss: 1.445682
Task: 1 Train Epoch: 6 [2560/5000 (50%)]	Loss: 1.343871
Task: 1 Train Epoch: 6 [3840/5000 (75%)]	Loss: 1.159494
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 567/1000(57%)

Task: 1 Train Epoch: 7 [0/5000 (0%)]	Loss: 1.076408
Task: 1 Train Epoch: 7 [1280/5000 (25%)]	Loss: 1.237857
Task: 1 Train Epoch: 7 [2560/5000 (50%)]	Loss: 1.310853
Task: 1 Train Epoch: 7 [3840/5000 (75%)]	Loss: 1.368761
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 559/1000(56%)

Task: 1 Train Epoch: 8 [0/5000 (0%)]	Loss: 1.504175
Task: 1 Train Epoch: 8 [1280/5000 (25%)]	Loss: 1.377404
Task: 1 Train Epoch: 8 [2560/5000 (50%)]	Loss: 1.277645
Task: 1 Train Epoch: 8 [3840/5000 (75%)]	Loss: 1.176387
Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 509/1000(51%)

Task: 1 Train Epoch: 9 [0/5000 (0%)]	Loss: 1.535441
Task: 1 Train Epoch: 9 [1280/5000 (25%)]	Loss: 1.390557
Task: 1 Train Epoch: 9 [2560/5000 (50%)]	Loss: 1.395484
Task: 1 Train Epoch: 9 [3840/5000 (75%)]	Loss: 1.331170
Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 562/1000(56%)

Task: 1 Train Epoch: 10 [0/5000 (0%)]	Loss: 1.214459
Task: 1 Train Epoch: 10 [1280/5000 (25%)]	Loss: 1.460418
Task: 1 Train Epoch: 10 [2560/5000 (50%)]	Loss: 1.159458
Task: 1 Train Epoch: 10 [3840/5000 (75%)]	Loss: 1.092387
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 566/1000(57%)

Task: 1 Train Epoch: 11 [0/5000 (0%)]	Loss: 1.224870
Task: 1 Train Epoch: 11 [1280/5000 (25%)]	Loss: 1.226490
Task: 1 Train Epoch: 11 [2560/5000 (50%)]	Loss: 1.222511
Task: 1 Train Epoch: 11 [3840/5000 (75%)]	Loss: 1.223988
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 584/1000(58%)

Task: 1 Train Epoch: 12 [0/5000 (0%)]	Loss: 1.250562
Task: 1 Train Epoch: 12 [1280/5000 (25%)]	Loss: 1.153827
Task: 1 Train Epoch: 12 [2560/5000 (50%)]	Loss: 1.284403
Task: 1 Train Epoch: 12 [3840/5000 (75%)]	Loss: 1.333165
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 580/1000(58%)

Task: 1 Train Epoch: 13 [0/5000 (0%)]	Loss: 1.175320
Task: 1 Train Epoch: 13 [1280/5000 (25%)]	Loss: 1.267444
Task: 1 Train Epoch: 13 [2560/5000 (50%)]	Loss: 1.279150
Task: 1 Train Epoch: 13 [3840/5000 (75%)]	Loss: 1.165375
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 584/1000(58%)

Task: 1 Train Epoch: 14 [0/5000 (0%)]	Loss: 1.144013
Task: 1 Train Epoch: 14 [1280/5000 (25%)]	Loss: 1.009853
Task: 1 Train Epoch: 14 [2560/5000 (50%)]	Loss: 1.073432
Task: 1 Train Epoch: 14 [3840/5000 (75%)]	Loss: 1.078516
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 586/1000(59%)

Task: 1 Train Epoch: 15 [0/5000 (0%)]	Loss: 1.004756
Task: 1 Train Epoch: 15 [1280/5000 (25%)]	Loss: 1.301355
Task: 1 Train Epoch: 15 [2560/5000 (50%)]	Loss: 1.167384
Task: 1 Train Epoch: 15 [3840/5000 (75%)]	Loss: 1.142410
Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 559/1000(56%)

Task: 1 Train Epoch: 16 [0/5000 (0%)]	Loss: 1.495717
Task: 1 Train Epoch: 16 [1280/5000 (25%)]	Loss: 1.565508
Task: 1 Train Epoch: 16 [2560/5000 (50%)]	Loss: 1.119510
Task: 1 Train Epoch: 16 [3840/5000 (75%)]	Loss: 1.101104
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 574/1000(57%)

Task: 1 Train Epoch: 17 [0/5000 (0%)]	Loss: 1.122211
Task: 1 Train Epoch: 17 [1280/5000 (25%)]	Loss: 1.283181
Task: 1 Train Epoch: 17 [2560/5000 (50%)]	Loss: 1.168335
Task: 1 Train Epoch: 17 [3840/5000 (75%)]	Loss: 1.411606
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 614/1000(61%)

Task: 1 Train Epoch: 18 [0/5000 (0%)]	Loss: 1.128906
Task: 1 Train Epoch: 18 [1280/5000 (25%)]	Loss: 1.008629
Task: 1 Train Epoch: 18 [2560/5000 (50%)]	Loss: 1.005009
Task: 1 Train Epoch: 18 [3840/5000 (75%)]	Loss: 1.063404
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 601/1000(60%)

Task: 1 Train Epoch: 19 [0/5000 (0%)]	Loss: 1.000165
Task: 1 Train Epoch: 19 [1280/5000 (25%)]	Loss: 1.000203
Task: 1 Train Epoch: 19 [2560/5000 (50%)]	Loss: 0.935146
Task: 1 Train Epoch: 19 [3840/5000 (75%)]	Loss: 0.980706
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 606/1000(61%)

Task: 1 Train Epoch: 20 [0/5000 (0%)]	Loss: 1.044209
Task: 1 Train Epoch: 20 [1280/5000 (25%)]	Loss: 1.174645
Task: 1 Train Epoch: 20 [2560/5000 (50%)]	Loss: 1.002656
Task: 1 Train Epoch: 20 [3840/5000 (75%)]	Loss: 1.141115
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 615/1000(62%)

Task: 1 Train Epoch: 21 [0/5000 (0%)]	Loss: 0.995541
Task: 1 Train Epoch: 21 [1280/5000 (25%)]	Loss: 1.154390
Task: 1 Train Epoch: 21 [2560/5000 (50%)]	Loss: 0.954594
Task: 1 Train Epoch: 21 [3840/5000 (75%)]	Loss: 1.126972
Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 573/1000(57%)

Task: 1 Train Epoch: 22 [0/5000 (0%)]	Loss: 1.205243
Task: 1 Train Epoch: 22 [1280/5000 (25%)]	Loss: 1.025551
Task: 1 Train Epoch: 22 [2560/5000 (50%)]	Loss: 1.076304
Task: 1 Train Epoch: 22 [3840/5000 (75%)]	Loss: 1.001037
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 608/1000(61%)

Task: 1 Train Epoch: 23 [0/5000 (0%)]	Loss: 0.976938
Task: 1 Train Epoch: 23 [1280/5000 (25%)]	Loss: 1.132478
Task: 1 Train Epoch: 23 [2560/5000 (50%)]	Loss: 1.086658
Task: 1 Train Epoch: 23 [3840/5000 (75%)]	Loss: 1.047148
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 608/1000(61%)

Task: 1 Train Epoch: 24 [0/5000 (0%)]	Loss: 1.295960
Task: 1 Train Epoch: 24 [1280/5000 (25%)]	Loss: 1.036505
Task: 1 Train Epoch: 24 [2560/5000 (50%)]	Loss: 0.890868
Task: 1 Train Epoch: 24 [3840/5000 (75%)]	Loss: 1.121164
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 614/1000(61%)

Task: 1 Train Epoch: 25 [0/5000 (0%)]	Loss: 0.963301
Task: 1 Train Epoch: 25 [1280/5000 (25%)]	Loss: 1.094025
Task: 1 Train Epoch: 25 [2560/5000 (50%)]	Loss: 1.263095
Task: 1 Train Epoch: 25 [3840/5000 (75%)]	Loss: 0.923883
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 607/1000(61%)

Task: 1 Train Epoch: 26 [0/5000 (0%)]	Loss: 1.200971
Task: 1 Train Epoch: 26 [1280/5000 (25%)]	Loss: 1.075250
Task: 1 Train Epoch: 26 [2560/5000 (50%)]	Loss: 0.991281
Task: 1 Train Epoch: 26 [3840/5000 (75%)]	Loss: 1.121103
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 604/1000(60%)

Task: 1 Train Epoch: 27 [0/5000 (0%)]	Loss: 0.959333
Task: 1 Train Epoch: 27 [1280/5000 (25%)]	Loss: 0.909672
Task: 1 Train Epoch: 27 [2560/5000 (50%)]	Loss: 0.881837
Task: 1 Train Epoch: 27 [3840/5000 (75%)]	Loss: 0.951319
Task: 1   Test set: Avg. loss: 0.0010, Accuracy: 622/1000(62%)

Task: 1 Train Epoch: 28 [0/5000 (0%)]	Loss: 0.981274
Task: 1 Train Epoch: 28 [1280/5000 (25%)]	Loss: 1.057303
Task: 1 Train Epoch: 28 [2560/5000 (50%)]	Loss: 1.076030
Task: 1 Train Epoch: 28 [3840/5000 (75%)]	Loss: 0.947490
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 636/1000(64%)

Task: 1 Train Epoch: 29 [0/5000 (0%)]	Loss: 1.000381
Task: 1 Train Epoch: 29 [1280/5000 (25%)]	Loss: 1.220271
Task: 1 Train Epoch: 29 [2560/5000 (50%)]	Loss: 1.019955
Task: 1 Train Epoch: 29 [3840/5000 (75%)]	Loss: 1.067033
Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 612/1000(61%)

Task: 1 Train Epoch: 30 [0/5000 (0%)]	Loss: 1.093424
Task: 1 Train Epoch: 30 [1280/5000 (25%)]	Loss: 1.124197
Task: 1 Train Epoch: 30 [2560/5000 (50%)]	Loss: 0.906909
Task: 1 Train Epoch: 30 [3840/5000 (75%)]	Loss: 0.931025
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 641/1000(64%)

Task: 1 Train Epoch: 31 [0/5000 (0%)]	Loss: 1.012660
Task: 1 Train Epoch: 31 [1280/5000 (25%)]	Loss: 0.887318
Task: 1 Train Epoch: 31 [2560/5000 (50%)]	Loss: 0.824283
Task: 1 Train Epoch: 31 [3840/5000 (75%)]	Loss: 0.882958
Task: 1   Test set: Avg. loss: 0.0010, Accuracy: 641/1000(64%)

Task: 1 Train Epoch: 32 [0/5000 (0%)]	Loss: 1.036649
Task: 1 Train Epoch: 32 [1280/5000 (25%)]	Loss: 0.938915
Task: 1 Train Epoch: 32 [2560/5000 (50%)]	Loss: 1.136855
Task: 1 Train Epoch: 32 [3840/5000 (75%)]	Loss: 1.060166
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 622/1000(62%)

Task: 1 Train Epoch: 33 [0/5000 (0%)]	Loss: 0.797008
Task: 1 Train Epoch: 33 [1280/5000 (25%)]	Loss: 0.975835
Task: 1 Train Epoch: 33 [2560/5000 (50%)]	Loss: 0.962519
Task: 1 Train Epoch: 33 [3840/5000 (75%)]	Loss: 0.949728
Task: 1   Test set: Avg. loss: 0.0010, Accuracy: 637/1000(64%)

Task: 1 Train Epoch: 34 [0/5000 (0%)]	Loss: 0.898417
Task: 1 Train Epoch: 34 [1280/5000 (25%)]	Loss: 1.060502
Task: 1 Train Epoch: 34 [2560/5000 (50%)]	Loss: 0.837362
Task: 1 Train Epoch: 34 [3840/5000 (75%)]	Loss: 0.928195
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 631/1000(63%)

Task: 1 Train Epoch: 35 [0/5000 (0%)]	Loss: 0.895653
Task: 1 Train Epoch: 35 [1280/5000 (25%)]	Loss: 0.995077
Task: 1 Train Epoch: 35 [2560/5000 (50%)]	Loss: 1.071398
Task: 1 Train Epoch: 35 [3840/5000 (75%)]	Loss: 0.848616
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 609/1000(61%)

Task: 1 Train Epoch: 36 [0/5000 (0%)]	Loss: 0.844885
Task: 1 Train Epoch: 36 [1280/5000 (25%)]	Loss: 1.043163
Task: 1 Train Epoch: 36 [2560/5000 (50%)]	Loss: 0.915702
Task: 1 Train Epoch: 36 [3840/5000 (75%)]	Loss: 1.073620
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 637/1000(64%)

Task: 1 Train Epoch: 37 [0/5000 (0%)]	Loss: 0.947159
Task: 1 Train Epoch: 37 [1280/5000 (25%)]	Loss: 0.942167
Task: 1 Train Epoch: 37 [2560/5000 (50%)]	Loss: 0.884307
Task: 1 Train Epoch: 37 [3840/5000 (75%)]	Loss: 0.990456
Task: 1   Test set: Avg. loss: 0.0010, Accuracy: 651/1000(65%)

Task: 1 Train Epoch: 38 [0/5000 (0%)]	Loss: 0.849628
Task: 1 Train Epoch: 38 [1280/5000 (25%)]	Loss: 0.845440
Task: 1 Train Epoch: 38 [2560/5000 (50%)]	Loss: 0.980847
Task: 1 Train Epoch: 38 [3840/5000 (75%)]	Loss: 1.027354
Task: 1   Test set: Avg. loss: 0.0010, Accuracy: 649/1000(65%)

Task: 1 Train Epoch: 39 [0/5000 (0%)]	Loss: 0.771532
Task: 1 Train Epoch: 39 [1280/5000 (25%)]	Loss: 0.998866
Task: 1 Train Epoch: 39 [2560/5000 (50%)]	Loss: 0.813193
Task: 1 Train Epoch: 39 [3840/5000 (75%)]	Loss: 0.835553
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 638/1000(64%)

Task: 1 Train Epoch: 40 [0/5000 (0%)]	Loss: 0.857815
Task: 1 Train Epoch: 40 [1280/5000 (25%)]	Loss: 0.824142
Task: 1 Train Epoch: 40 [2560/5000 (50%)]	Loss: 0.692136
