Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 0 Train Epoch: 71 [0/5000 (0%)]	Loss: 0.054764
Task: 0 Train Epoch: 71 [1280/5000 (25%)]	Loss: 0.018154
Task: 0 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.035493
Task: 0 Train Epoch: 71 [3840/5000 (75%)]	Loss: 0.023739

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 812/1000(81%)

Task: 0 Train Epoch: 72 [0/5000 (0%)]	Loss: 0.040318
Task: 0 Train Epoch: 72 [1280/5000 (25%)]	Loss: 0.062319
Task: 0 Train Epoch: 72 [2560/5000 (50%)]	Loss: 0.042134
Task: 0 Train Epoch: 72 [3840/5000 (75%)]	Loss: 0.051301

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 73 [0/5000 (0%)]	Loss: 0.028598
Task: 0 Train Epoch: 73 [1280/5000 (25%)]	Loss: 0.061843
Task: 0 Train Epoch: 73 [2560/5000 (50%)]	Loss: 0.066552
Task: 0 Train Epoch: 73 [3840/5000 (75%)]	Loss: 0.030864

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 814/1000(81%)

Task: 0 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.011602
Task: 0 Train Epoch: 74 [1280/5000 (25%)]	Loss: 0.010392
Task: 0 Train Epoch: 74 [2560/5000 (50%)]	Loss: 0.036537
Task: 0 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.026973

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 814/1000(81%)

Task: 0 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.031100
Task: 0 Train Epoch: 75 [1280/5000 (25%)]	Loss: 0.014054
Task: 0 Train Epoch: 75 [2560/5000 (50%)]	Loss: 0.010196
Task: 0 Train Epoch: 75 [3840/5000 (75%)]	Loss: 0.018471

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 76 [0/5000 (0%)]	Loss: 0.018453
Task: 0 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.006894
Task: 0 Train Epoch: 76 [2560/5000 (50%)]	Loss: 0.037243
Task: 0 Train Epoch: 76 [3840/5000 (75%)]	Loss: 0.057109

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 77 [0/5000 (0%)]	Loss: 0.024648
Task: 0 Train Epoch: 77 [1280/5000 (25%)]	Loss: 0.019002
Task: 0 Train Epoch: 77 [2560/5000 (50%)]	Loss: 0.040351
Task: 0 Train Epoch: 77 [3840/5000 (75%)]	Loss: 0.019404

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 78 [0/5000 (0%)]	Loss: 0.016499
Task: 0 Train Epoch: 78 [1280/5000 (25%)]	Loss: 0.024771
Task: 0 Train Epoch: 78 [2560/5000 (50%)]	Loss: 0.016288
Task: 0 Train Epoch: 78 [3840/5000 (75%)]	Loss: 0.046530

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 812/1000(81%)

Task: 0 Train Epoch: 79 [0/5000 (0%)]	Loss: 0.027549
Task: 0 Train Epoch: 79 [1280/5000 (25%)]	Loss: 0.023899
Task: 0 Train Epoch: 79 [2560/5000 (50%)]	Loss: 0.029782
Task: 0 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.021813

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 818/1000(82%)

Task: 0 Train Epoch: 80 [0/5000 (0%)]	Loss: 0.012604
Task: 0 Train Epoch: 80 [1280/5000 (25%)]	Loss: 0.014902
Task: 0 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.013499
Task: 0 Train Epoch: 80 [3840/5000 (75%)]	Loss: 0.014073

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 813/1000(81%)

Task: 0 Train Epoch: 81 [0/5000 (0%)]	Loss: 0.014248
Task: 0 Train Epoch: 81 [1280/5000 (25%)]	Loss: 0.066774
Task: 0 Train Epoch: 81 [2560/5000 (50%)]	Loss: 0.008597
Task: 0 Train Epoch: 81 [3840/5000 (75%)]	Loss: 0.013185

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 810/1000(81%)

Task: 0 Train Epoch: 82 [0/5000 (0%)]	Loss: 0.029524
Task: 0 Train Epoch: 82 [1280/5000 (25%)]	Loss: 0.006108
Task: 0 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.033036
Task: 0 Train Epoch: 82 [3840/5000 (75%)]	Loss: 0.014845

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 818/1000(82%)

Task: 0 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.060618
Task: 0 Train Epoch: 83 [1280/5000 (25%)]	Loss: 0.025355
Task: 0 Train Epoch: 83 [2560/5000 (50%)]	Loss: 0.026330
Task: 0 Train Epoch: 83 [3840/5000 (75%)]	Loss: 0.028620

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 84 [0/5000 (0%)]	Loss: 0.005283
Task: 0 Train Epoch: 84 [1280/5000 (25%)]	Loss: 0.004755
Task: 0 Train Epoch: 84 [2560/5000 (50%)]	Loss: 0.018939
Task: 0 Train Epoch: 84 [3840/5000 (75%)]	Loss: 0.018952

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 812/1000(81%)

Task: 0 Train Epoch: 85 [0/5000 (0%)]	Loss: 0.011667
Task: 0 Train Epoch: 85 [1280/5000 (25%)]	Loss: 0.058820
Task: 0 Train Epoch: 85 [2560/5000 (50%)]	Loss: 0.009196
Task: 0 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.025684

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 816/1000(82%)

Task: 0 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.033057
Task: 0 Train Epoch: 86 [1280/5000 (25%)]	Loss: 0.030215
Task: 0 Train Epoch: 86 [2560/5000 (50%)]	Loss: 0.020744
Task: 0 Train Epoch: 86 [3840/5000 (75%)]	Loss: 0.023619

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 814/1000(81%)

Task: 0 Train Epoch: 87 [0/5000 (0%)]	Loss: 0.015142
Task: 0 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.043924
Task: 0 Train Epoch: 87 [2560/5000 (50%)]	Loss: 0.008794
Task: 0 Train Epoch: 87 [3840/5000 (75%)]	Loss: 0.019438

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 817/1000(82%)

Task: 0 Train Epoch: 88 [0/5000 (0%)]	Loss: 0.020995
Task: 0 Train Epoch: 88 [1280/5000 (25%)]	Loss: 0.019808
Task: 0 Train Epoch: 88 [2560/5000 (50%)]	Loss: 0.022068
Task: 0 Train Epoch: 88 [3840/5000 (75%)]	Loss: 0.015219

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 817/1000(82%)

Task: 0 Train Epoch: 89 [0/5000 (0%)]	Loss: 0.033337
Task: 0 Train Epoch: 89 [1280/5000 (25%)]	Loss: 0.048177
Task: 0 Train Epoch: 89 [2560/5000 (50%)]	Loss: 0.033614
Task: 0 Train Epoch: 89 [3840/5000 (75%)]	Loss: 0.058939

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 815/1000(82%)

Task: 0 Train Epoch: 90 [0/5000 (0%)]	Loss: 0.011166
Task: 0 Train Epoch: 90 [1280/5000 (25%)]	Loss: 0.018197
Task: 0 Train Epoch: 90 [2560/5000 (50%)]	Loss: 0.016293
Task: 0 Train Epoch: 90 [3840/5000 (75%)]	Loss: 0.046509

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 811/1000(81%)

Task: 0 Train Epoch: 91 [0/5000 (0%)]	Loss: 0.015862
Task: 0 Train Epoch: 91 [1280/5000 (25%)]	Loss: 0.005226
Task: 0 Train Epoch: 91 [2560/5000 (50%)]	Loss: 0.010570
Task: 0 Train Epoch: 91 [3840/5000 (75%)]	Loss: 0.018111

Task: 0   Test set: Avg. loss: 0.0010, Accuracy: 818/1000(82%)

Task: 0 Train Epoch: 92 [0/5000 (0%)]	Loss: 0.011737
Task: 0 Train Epoch: 92 [1280/5000 (25%)]	Loss: 0.013263
Task: 0 Train Epoch: 92 [2560/5000 (50%)]	Loss: 0.016222
Task: 0 Train Epoch: 92 [3840/5000 (75%)]	Loss: 0.009558

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 814/1000(81%)

Task: 0 Train Epoch: 93 [0/5000 (0%)]	Loss: 0.038665
Task: 0 Train Epoch: 93 [1280/5000 (25%)]	Loss: 0.022428
Task: 0 Train Epoch: 93 [2560/5000 (50%)]	Loss: 0.009479
Task: 0 Train Epoch: 93 [3840/5000 (75%)]	Loss: 0.044645

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 94 [0/5000 (0%)]	Loss: 0.042611
Task: 0 Train Epoch: 94 [1280/5000 (25%)]	Loss: 0.009569
Task: 0 Train Epoch: 94 [2560/5000 (50%)]	Loss: 0.020606
Task: 0 Train Epoch: 94 [3840/5000 (75%)]	Loss: 0.006924

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 820/1000(82%)

Task: 0 Train Epoch: 95 [0/5000 (0%)]	Loss: 0.022651
Task: 0 Train Epoch: 95 [1280/5000 (25%)]	Loss: 0.034223
Task: 0 Train Epoch: 95 [2560/5000 (50%)]	Loss: 0.055132
Task: 0 Train Epoch: 95 [3840/5000 (75%)]	Loss: 0.019310

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 817/1000(82%)

Task: 0 Train Epoch: 96 [0/5000 (0%)]	Loss: 0.023341
Task: 0 Train Epoch: 96 [1280/5000 (25%)]	Loss: 0.011243
Task: 0 Train Epoch: 96 [2560/5000 (50%)]	Loss: 0.029192
Task: 0 Train Epoch: 96 [3840/5000 (75%)]	Loss: 0.019003

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 824/1000(82%)

Task: 0 Train Epoch: 97 [0/5000 (0%)]	Loss: 0.028184
Task: 0 Train Epoch: 97 [1280/5000 (25%)]	Loss: 0.006589
Task: 0 Train Epoch: 97 [2560/5000 (50%)]	Loss: 0.027451
Task: 0 Train Epoch: 97 [3840/5000 (75%)]	Loss: 0.011892

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 821/1000(82%)

Task: 0 Train Epoch: 98 [0/5000 (0%)]	Loss: 0.008731
Task: 0 Train Epoch: 98 [1280/5000 (25%)]	Loss: 0.025988
Task: 0 Train Epoch: 98 [2560/5000 (50%)]	Loss: 0.012594
Task: 0 Train Epoch: 98 [3840/5000 (75%)]	Loss: 0.010087

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 818/1000(82%)

Task: 0 Train Epoch: 99 [0/5000 (0%)]	Loss: 0.029195
Task: 0 Train Epoch: 99 [1280/5000 (25%)]	Loss: 0.029566
Task: 0 Train Epoch: 99 [2560/5000 (50%)]	Loss: 0.003363
Task: 0 Train Epoch: 99 [3840/5000 (75%)]	Loss: 0.018426

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 822/1000(82%)

Saving head
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified

Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 822/1000(82%)

Trained Task:0, Loaded task:0, Accuracy:82.20000457763672
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 43627.29296875
Max Fisher   : 0.9154610633850098
Max Omega    : 28.245397567749023
Max Relevance: 8.304529728775378e-06

Layer        : conv2_layer.2.weight
Sum Omega    : 32644.203125
Max Fisher   : 0.22705712914466858
Max Omega    : 4.590723991394043
Max Relevance: 3.813343937508762e-06

Layer        : fc1_layer.0.weight
Sum Omega    : 52305.8515625
Max Fisher   : 0.08174347877502441
Max Omega    : 1.817507028579712
Max Relevance: 0.08174347877502441

Saving  mask (task#:1)
Task: 1 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.316245
Task: 1 Train Epoch: 0 [1280/5000 (25%)]	Loss: 1.766886
Task: 1 Train Epoch: 0 [2560/5000 (50%)]	Loss: 1.532698
Task: 1 Train Epoch: 0 [3840/5000 (75%)]	Loss: 1.688093

Task: 1   Test set: Avg. loss: 0.0016, Accuracy: 477/1000(48%)

Task: 1 Train Epoch: 1 [0/5000 (0%)]	Loss: 1.968539
Task: 1 Train Epoch: 1 [1280/5000 (25%)]	Loss: 1.531337
Task: 1 Train Epoch: 1 [2560/5000 (50%)]	Loss: 1.484972
Task: 1 Train Epoch: 1 [3840/5000 (75%)]	Loss: 1.421875

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 583/1000(58%)

Task: 1 Train Epoch: 2 [0/5000 (0%)]	Loss: 1.281461
Task: 1 Train Epoch: 2 [1280/5000 (25%)]	Loss: 1.218714
Task: 1 Train Epoch: 2 [2560/5000 (50%)]	Loss: 1.399351
Task: 1 Train Epoch: 2 [3840/5000 (75%)]	Loss: 1.272237

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 619/1000(62%)

Task: 1 Train Epoch: 3 [0/5000 (0%)]	Loss: 1.199236
Task: 1 Train Epoch: 3 [1280/5000 (25%)]	Loss: 1.092510
Task: 1 Train Epoch: 3 [2560/5000 (50%)]	Loss: 1.244938
Task: 1 Train Epoch: 3 [3840/5000 (75%)]	Loss: 1.213341

Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 631/1000(63%)

Task: 1 Train Epoch: 4 [0/5000 (0%)]	Loss: 1.143654
Task: 1 Train Epoch: 4 [1280/5000 (25%)]	Loss: 1.185067
Task: 1 Train Epoch: 4 [2560/5000 (50%)]	Loss: 1.061940
Task: 1 Train Epoch: 4 [3840/5000 (75%)]	Loss: 1.026918

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 609/1000(61%)

Task: 1 Train Epoch: 5 [0/5000 (0%)]	Loss: 1.144607
Task: 1 Train Epoch: 5 [1280/5000 (25%)]	Loss: 1.163959
Task: 1 Train Epoch: 5 [2560/5000 (50%)]	Loss: 1.029568
Task: 1 Train Epoch: 5 [3840/5000 (75%)]	Loss: 0.932993

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 588/1000(59%)

Task: 1 Train Epoch: 6 [0/5000 (0%)]	Loss: 1.191922
Task: 1 Train Epoch: 6 [1280/5000 (25%)]	Loss: 1.364233
Task: 1 Train Epoch: 6 [2560/5000 (50%)]	Loss: 0.981767
Task: 1 Train Epoch: 6 [3840/5000 (75%)]	Loss: 0.996486

Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 658/1000(66%)

Task: 1 Train Epoch: 7 [0/5000 (0%)]	Loss: 1.003896
Task: 1 Train Epoch: 7 [1280/5000 (25%)]	Loss: 0.920744
Task: 1 Train Epoch: 7 [2560/5000 (50%)]	Loss: 0.813208
Task: 1 Train Epoch: 7 [3840/5000 (75%)]	Loss: 1.136819

Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 627/1000(63%)

Task: 1 Train Epoch: 8 [0/5000 (0%)]	Loss: 0.873344
Task: 1 Train Epoch: 8 [1280/5000 (25%)]	Loss: 0.996047
Task: 1 Train Epoch: 8 [2560/5000 (50%)]	Loss: 0.790393
Task: 1 Train Epoch: 8 [3840/5000 (75%)]	Loss: 0.887090

Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 640/1000(64%)

Task: 1 Train Epoch: 9 [0/5000 (0%)]	Loss: 1.015171
Task: 1 Train Epoch: 9 [1280/5000 (25%)]	Loss: 0.801139
Task: 1 Train Epoch: 9 [2560/5000 (50%)]	Loss: 0.915305
Task: 1 Train Epoch: 9 [3840/5000 (75%)]	Loss: 0.866094

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 629/1000(63%)

Task: 1 Train Epoch: 10 [0/5000 (0%)]	Loss: 0.903616
Task: 1 Train Epoch: 10 [1280/5000 (25%)]	Loss: 0.933576
Task: 1 Train Epoch: 10 [2560/5000 (50%)]	Loss: 0.793508
Task: 1 Train Epoch: 10 [3840/5000 (75%)]	Loss: 0.868515

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 634/1000(63%)

Task: 1 Train Epoch: 11 [0/5000 (0%)]	Loss: 0.957647
Task: 1 Train Epoch: 11 [1280/5000 (25%)]	Loss: 0.927251
Task: 1 Train Epoch: 11 [2560/5000 (50%)]	Loss: 0.732926
Task: 1 Train Epoch: 11 [3840/5000 (75%)]	Loss: 0.772942

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 640/1000(64%)

Task: 1 Train Epoch: 12 [0/5000 (0%)]	Loss: 0.750766
Task: 1 Train Epoch: 12 [1280/5000 (25%)]	Loss: 0.815562
Task: 1 Train Epoch: 12 [2560/5000 (50%)]	Loss: 0.792887
Task: 1 Train Epoch: 12 [3840/5000 (75%)]	Loss: 0.713685

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 642/1000(64%)

Task: 1 Train Epoch: 13 [0/5000 (0%)]	Loss: 0.825616
Task: 1 Train Epoch: 13 [1280/5000 (25%)]	Loss: 0.877537
Task: 1 Train Epoch: 13 [2560/5000 (50%)]	Loss: 0.777012
Task: 1 Train Epoch: 13 [3840/5000 (75%)]	Loss: 0.610954

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 639/1000(64%)

Task: 1 Train Epoch: 14 [0/5000 (0%)]	Loss: 0.747942
Task: 1 Train Epoch: 14 [1280/5000 (25%)]	Loss: 0.788479
Task: 1 Train Epoch: 14 [2560/5000 (50%)]	Loss: 0.554883
Task: 1 Train Epoch: 14 [3840/5000 (75%)]	Loss: 0.693971

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 639/1000(64%)

Task: 1 Train Epoch: 15 [0/5000 (0%)]	Loss: 0.764271
Task: 1 Train Epoch: 15 [1280/5000 (25%)]	Loss: 0.792126
Task: 1 Train Epoch: 15 [2560/5000 (50%)]	Loss: 0.680664
Task: 1 Train Epoch: 15 [3840/5000 (75%)]	Loss: 0.604841

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 642/1000(64%)

Task: 1 Train Epoch: 16 [0/5000 (0%)]	Loss: 0.749569
Task: 1 Train Epoch: 16 [1280/5000 (25%)]	Loss: 0.867806
Task: 1 Train Epoch: 16 [2560/5000 (50%)]	Loss: 0.648648
Task: 1 Train Epoch: 16 [3840/5000 (75%)]	Loss: 0.810800

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 665/1000(66%)

Task: 1 Train Epoch: 17 [0/5000 (0%)]	Loss: 0.568001
Task: 1 Train Epoch: 17 [1280/5000 (25%)]	Loss: 0.619719
Task: 1 Train Epoch: 17 [2560/5000 (50%)]	Loss: 0.678783
Task: 1 Train Epoch: 17 [3840/5000 (75%)]	Loss: 0.612164

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 648/1000(65%)

Task: 1 Train Epoch: 18 [0/5000 (0%)]	Loss: 0.705087
Task: 1 Train Epoch: 18 [1280/5000 (25%)]	Loss: 0.582882
Task: 1 Train Epoch: 18 [2560/5000 (50%)]	Loss: 0.616157
Task: 1 Train Epoch: 18 [3840/5000 (75%)]	Loss: 0.540340

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 661/1000(66%)

Task: 1 Train Epoch: 19 [0/5000 (0%)]	Loss: 0.386725
Task: 1 Train Epoch: 19 [1280/5000 (25%)]	Loss: 0.577550
Task: 1 Train Epoch: 19 [2560/5000 (50%)]	Loss: 0.592736
Task: 1 Train Epoch: 19 [3840/5000 (75%)]	Loss: 0.590238

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 677/1000(68%)

Task: 1 Train Epoch: 20 [0/5000 (0%)]	Loss: 0.548928
Task: 1 Train Epoch: 20 [1280/5000 (25%)]	Loss: 0.799335
Task: 1 Train Epoch: 20 [2560/5000 (50%)]	Loss: 0.471164
Task: 1 Train Epoch: 20 [3840/5000 (75%)]	Loss: 0.593303

Task: 1   Test set: Avg. loss: 0.0012, Accuracy: 661/1000(66%)

Task: 1 Train Epoch: 21 [0/5000 (0%)]	Loss: 0.774422
Task: 1 Train Epoch: 21 [1280/5000 (25%)]	Loss: 0.638884
Task: 1 Train Epoch: 21 [2560/5000 (50%)]	Loss: 0.580400
Task: 1 Train Epoch: 21 [3840/5000 (75%)]	Loss: 0.521716

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 666/1000(67%)

Task: 1 Train Epoch: 22 [0/5000 (0%)]	Loss: 0.566133
Task: 1 Train Epoch: 22 [1280/5000 (25%)]	Loss: 0.648179
Task: 1 Train Epoch: 22 [2560/5000 (50%)]	Loss: 0.542353
Task: 1 Train Epoch: 22 [3840/5000 (75%)]	Loss: 0.432057

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 667/1000(67%)

Task: 1 Train Epoch: 23 [0/5000 (0%)]	Loss: 0.527980
Task: 1 Train Epoch: 23 [1280/5000 (25%)]	Loss: 0.366434
Task: 1 Train Epoch: 23 [2560/5000 (50%)]	Loss: 0.530111
Task: 1 Train Epoch: 23 [3840/5000 (75%)]	Loss: 0.588389

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 655/1000(66%)

Task: 1 Train Epoch: 24 [0/5000 (0%)]	Loss: 0.594563
Task: 1 Train Epoch: 24 [1280/5000 (25%)]	Loss: 0.492709
Task: 1 Train Epoch: 24 [2560/5000 (50%)]	Loss: 0.408279
Task: 1 Train Epoch: 24 [3840/5000 (75%)]	Loss: 0.676569

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 662/1000(66%)

Task: 1 Train Epoch: 25 [0/5000 (0%)]	Loss: 0.553618
Task: 1 Train Epoch: 25 [1280/5000 (25%)]	Loss: 0.563091
Task: 1 Train Epoch: 25 [2560/5000 (50%)]	Loss: 0.422503
Task: 1 Train Epoch: 25 [3840/5000 (75%)]	Loss: 0.492143

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 670/1000(67%)

Task: 1 Train Epoch: 26 [0/5000 (0%)]	Loss: 0.503990
Task: 1 Train Epoch: 26 [1280/5000 (25%)]	Loss: 0.417004
Task: 1 Train Epoch: 26 [2560/5000 (50%)]	Loss: 0.388163
Task: 1 Train Epoch: 26 [3840/5000 (75%)]	Loss: 0.393557

Task: 1   Test set: Avg. loss: 0.0013, Accuracy: 654/1000(65%)

Task: 1 Train Epoch: 27 [0/5000 (0%)]	Loss: 0.511366
Task: 1 Train Epoch: 27 [1280/5000 (25%)]	Loss: 0.556467
Task: 1 Train Epoch: 27 [2560/5000 (50%)]	Loss: 0.551831
Task: 1 Train Epoch: 27 [3840/5000 (75%)]	Loss: 0.482542

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 653/1000(65%)

Task: 1 Train Epoch: 28 [0/5000 (0%)]	Loss: 0.495161
Task: 1 Train Epoch: 28 [1280/5000 (25%)]	Loss: 0.438644
Task: 1 Train Epoch: 28 [2560/5000 (50%)]	Loss: 0.586326
Task: 1 Train Epoch: 28 [3840/5000 (75%)]	Loss: 0.320883

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 642/1000(64%)

Task: 1 Train Epoch: 29 [0/5000 (0%)]	Loss: 0.366390
Task: 1 Train Epoch: 29 [1280/5000 (25%)]	Loss: 0.520853
Task: 1 Train Epoch: 29 [2560/5000 (50%)]	Loss: 0.410902
Task: 1 Train Epoch: 29 [3840/5000 (75%)]	Loss: 0.458813

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 649/1000(65%)

Task: 1 Train Epoch: 30 [0/5000 (0%)]	Loss: 0.406255
Task: 1 Train Epoch: 30 [1280/5000 (25%)]	Loss: 0.424362
Task: 1 Train Epoch: 30 [2560/5000 (50%)]	Loss: 0.444420
Task: 1 Train Epoch: 30 [3840/5000 (75%)]	Loss: 0.363462

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 656/1000(66%)

Task: 1 Train Epoch: 31 [0/5000 (0%)]	Loss: 0.514028
Task: 1 Train Epoch: 31 [1280/5000 (25%)]	Loss: 0.543824
Task: 1 Train Epoch: 31 [2560/5000 (50%)]	Loss: 0.488606
Task: 1 Train Epoch: 31 [3840/5000 (75%)]	Loss: 0.365918

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 669/1000(67%)

Task: 1 Train Epoch: 32 [0/5000 (0%)]	Loss: 0.434654
Task: 1 Train Epoch: 32 [1280/5000 (25%)]	Loss: 0.387125
Task: 1 Train Epoch: 32 [2560/5000 (50%)]	Loss: 0.409914
Task: 1 Train Epoch: 32 [3840/5000 (75%)]	Loss: 0.369401

Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 648/1000(65%)

Task: 1 Train Epoch: 33 [0/5000 (0%)]	Loss: 0.379324
Task: 1 Train Epoch: 33 [1280/5000 (25%)]	Loss: 0.384274
Task: 1 Train Epoch: 33 [2560/5000 (50%)]	Loss: 0.419170
Task: 1 Train Epoch: 33 [3840/5000 (75%)]	Loss: 0.549007

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 663/1000(66%)

Task: 1 Train Epoch: 34 [0/5000 (0%)]	Loss: 0.330312
Task: 1 Train Epoch: 34 [1280/5000 (25%)]	Loss: 0.335242
Task: 1 Train Epoch: 34 [2560/5000 (50%)]	Loss: 0.487121
Task: 1 Train Epoch: 34 [3840/5000 (75%)]	Loss: 0.383353

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 663/1000(66%)

Task: 1 Train Epoch: 35 [0/5000 (0%)]	Loss: 0.481117
Task: 1 Train Epoch: 35 [1280/5000 (25%)]	Loss: 0.379330
Task: 1 Train Epoch: 35 [2560/5000 (50%)]	Loss: 0.377516
Task: 1 Train Epoch: 35 [3840/5000 (75%)]	Loss: 0.348961

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 656/1000(66%)

Task: 1 Train Epoch: 36 [0/5000 (0%)]	Loss: 0.270198
Task: 1 Train Epoch: 36 [1280/5000 (25%)]	Loss: 0.476562
Task: 1 Train Epoch: 36 [2560/5000 (50%)]	Loss: 0.281365
Task: 1 Train Epoch: 36 [3840/5000 (75%)]	Loss: 0.364835

Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 645/1000(64%)

Task: 1 Train Epoch: 37 [0/5000 (0%)]	Loss: 0.365862
Task: 1 Train Epoch: 37 [1280/5000 (25%)]	Loss: 0.326638
Task: 1 Train Epoch: 37 [2560/5000 (50%)]	Loss: 0.368246
Task: 1 Train Epoch: 37 [3840/5000 (75%)]	Loss: 0.321881

Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 650/1000(65%)

Task: 1 Train Epoch: 38 [0/5000 (0%)]	Loss: 0.225949
Task: 1 Train Epoch: 38 [1280/5000 (25%)]	Loss: 0.346365
Task: 1 Train Epoch: 38 [2560/5000 (50%)]	Loss: 0.332715
Task: 1 Train Epoch: 38 [3840/5000 (75%)]	Loss: 0.342607

Task: 1   Test set: Avg. loss: 0.0014, Accuracy: 656/1000(66%)

Task: 1 Train Epoch: 39 [0/5000 (0%)]	Loss: 0.358018
Task: 1 Train Epoch: 39 [1280/5000 (25%)]	Loss: 0.267854
Task: 1 Train Epoch: 39 [2560/5000 (50%)]	Loss: 0.317519
Task: 1 Train Epoch: 39 [3840/5000 (75%)]	Loss: 0.388829

Task: 1   Test set: Avg. loss: 0.0015, Accuracy: 661/1000(66%)

